,filename,tempo,root,scale,chromagram,zero_crossing_rate,spectral_rolloff,spectral_centroid,spectral_bandwidth,rmse,danceability,percentile_10,percentile_90,dynamic_comp
0,deam/10.mp3,93.96306818,A,minor,0.3313794136047363,0.04159239931762942,3579.5316952642,1789.586803617173,2326.021544137434,0.06502709537744522,1.041056990623474,42.13571624755859,89.66331176757815,4.669416427612305
1,deam/1000.mp3,135.99917763,A,minor,0.4895212054252625,0.05481911644080335,5270.420646372681,2464.956947266939,2935.212599105361,0.2462475150823593,1.483921766281128,305.0848327636719,368.5674621582031,2.297916173934937
2,deam/1001.mp3,114.84375,A,major,0.416278213262558,0.05275028835964305,3858.732222329721,2083.965330557143,2580.192251486354,0.06819311529397963,1.15617823600769,43.27291412353516,79.09908905029297,2.981507062911988
3,deam/1002.mp3,143.5546875,G,minor,0.4878732562065125,0.02235876928255516,1885.033045907508,1234.398841697265,2051.701938544339,0.0688963234424591,1.088127017021179,28.29881210327149,125.1728652954102,8.053634643554688
4,deam/1003.mp3,90.66611842,A,major,0.3120857179164886,0.03756813425642013,3192.402918198529,1987.867248028105,2533.165385151513,0.05867411196231843,1.115653157234192,22.57303581237793,130.9372650146485,10.02450275421143
5,deam/1004.mp3,114.84375,E,minor,0.4276084899902344,0.040842509023679,3593.939379051373,1790.161641786845,2121.398743776424,0.08917175233364105,1.169721364974976,68.01564636230471,102.5946166992188,1.3538738489151
6,deam/1005.mp3,114.84375,C,major,0.4751664400100708,0.03995664401277702,3842.760096688757,1890.187003036692,2410.975553468303,0.07693526893854141,1.185151219367981,48.49676055908203,95.26710357666016,2.328124761581421
7,deam/1006.mp3,172.265625,F#,major,0.2985521852970123,0.04501937766723221,4274.60748536668,2286.875912868553,2750.625238331296,0.05990006774663925,1.070262789726257,21.16970939636231,103.1820083618164,7.849160671234131
8,deam/1007.mp3,132.51201923,C,major,0.3594790995121002,0.04794353845122779,4974.3310320119,2579.872271754432,3026.886073957622,0.06447102874517441,1.200832724571228,27.26104774475098,143.4967193603516,7.620806217193604
9,deam/1008.mp3,143.5546875,C,major,0.3914740681648254,0.04498208869635238,3489.728898086784,1857.713947908573,2257.475009957165,0.06294319033622743,1.178376913070679,12.10988731384278,130.5527740478516,5.97722864151001
10,deam/1009.mp3,135.99917763,G,minor,0.3299106955528259,0.03289844651123885,2064.720848248839,1172.145741478846,1302.252177677877,0.05255259945988655,1.164273500442505,30.60039024353027,63.55662994384765,4.777972221374512
11,deam/101.mp3,151.99908088,C,minor,0.3271054923534393,0.03021854981154293,1786.357255844281,1260.428417272773,1811.806894534082,0.03098095208406448,1.015610814094544,5.919341373443603,57.0878776550293,9.87960147857666
12,deam/1010.mp3,129.19921875,G,minor,0.4671179354190826,0.06796116504854369,5185.385311351103,2775.815288369703,2990.944293041837,0.05379324406385422,1.176244258880615,9.681755447387696,177.6274322509766,8.959395408630371
13,deam/1011.mp3,166.70866935,E,minor,0.3749507963657379,0.01682135710689992,1362.213985100619,1119.265170164166,2058.632126727393,0.03984276950359345,0.8397877812385559,14.77411499023438,91.49476623535156,7.714039325714111
14,deam/1012.mp3,114.84375,A,minor,0.466665267944336,0.01853664976737225,1554.257268285604,874.8106463919357,1425.109294207033,0.07657182961702348,1.206105589866638,58.7060905456543,93.69135284423828,3.681943655014038
15,deam/1013.mp3,143.5546875,E,minor,0.4052058160305023,0.02730812430933519,1507.524217540635,854.8071038571624,1016.436800407144,0.07293099910020827,0.8900380730628967,38.98877334594727,86.45975189208987,2.773712396621704
16,deam/1014.mp3,103.359375,D,minor,0.3889618813991547,0.03523253452631165,3849.226724252612,1813.031121216253,2611.935651845406,0.09364690631628036,1.183560609817505,68.43539733886719,110.0767166137696,2.206585884094238
17,deam/1015.mp3,123.046875,C,major,0.4803207218647003,0.07679109257188584,5166.274315801566,2690.538552445539,2793.084003186846,0.05505594238638878,1.599111080169678,40.05446319580078,45.92360153198243,0.9533455371856691
18,deam/1016.mp3,117.45383523,G,major,0.2732089757919312,0.02524765671571846,2123.781602227651,2004.039861610303,3357.230047447028,0.03996235132217407,0.9109079837799072,6.78205089569092,118.8021926879883,14.57561874389648
19,deam/1017.mp3,147.65625,Bb,minor,0.3961858451366425,0.02603979539440897,2307.769378567628,1478.70069088585,2336.686892955427,0.05045598745346069,1.298577666282654,28.70580749511718,77.17572631835938,7.181072235107423
20,deam/1018.mp3,126.04801829,A,minor,0.3372900485992432,0.03015014857639275,3462.351285857682,1923.831570183008,3029.739268601,0.05388215556740761,0.9823566675186156,24.30451850891113,106.0109008789063,6.058228015899657
21,deam/1019.mp3,135.99917763,D,minor,0.37913778424263,0.02231593735654454,1727.628442156057,1251.577593096905,2264.309746766216,0.06360241770744324,0.9644699096679688,23.03141250610351,111.6332305908203,6.240575313568115
22,deam/102.mp3,107.66601562,D,major,0.4399335384368897,0.03722039664048229,2599.277275828342,1356.539007055594,1347.339945971938,0.1888810098171234,1.391026139259338,188.1732604980469,277.7270080566406,1.650396108627319
23,deam/1020.mp3,123.046875,A,minor,0.3447034358978271,0.0347437466647787,4570.927915779799,2160.831609418836,3115.671605277691,0.06974969059228897,0.9860273599624634,33.99311828613281,111.0435806274414,5.495937347412108
24,deam/1021.mp3,143.5546875,F,major,0.4321816861629486,0.03487677758791757,4213.1689679881,2038.192039649275,3047.480413210179,0.08996345102787018,1.428067445755005,76.5915283203125,103.4461807250977,1.77245306968689
25,deam/1022.mp3,120.18531977,C,minor,0.3906030654907227,0.02528746521165775,2182.386803405573,1264.050812115398,1948.111498388388,0.0571882575750351,1.023638248443604,26.42576446533203,91.84822845458989,6.428000450134277
26,deam/1023.mp3,123.046875,B,minor,0.3169078230857849,0.02289391640518196,1261.953480251065,849.7961739421869,1312.664458436197,0.06373392045497894,0.9737738370895386,25.93515434265137,93.21114501953123,3.991539478302002
